type,passport_id,region,revenue
premium,142860748,Москва,1105
premium,140523759,Москва,1105
premium,140697951,Москва,2200
premium,123758055,Москва,1105
premium,132891483,Москва,1105
premium,131624237,Москва,7500
premium,125337412,Москва,985
premium,144388896,Москва,1105
premium,127237149,Москва,1105
premium,125498500,Москва,1105
premium,138095859,Москва,1105
premium,144422868,Москва,1105
premium,136983029,Москва,1105
premium,136833957,Москва,3315
premium,141331507,Москва,1100
premium,144381586,Москва,1105
premium,125117058,Москва,2210
premium,129595257,Москва,1105
premium,133776279,Москва,2210
premium,134149517,Москва,2210
premium,143029890,Москва,1105
premium,124507104,Москва,1305
premium,138060429,Москва,2210
premium,123931992,Москва,1105
premium,132330244,Москва,2210
premium,129214767,Москва,1100
premium,125831861,Москва,2210
premium,137259303,Москва,1105
premium,123463637,Москва,1105
premium,137582287,Москва,1970
premium,125238356,Москва,2210
premium,126863389,Москва,985
premium,140283893,Москва,2210
premium,132181673,Москва,1105
premium,135066461,Москва,1105
premium,131568197,Москва,1105
premium,138021507,Москва,2210
premium,143874630,Москва,1105
premium,141026235,Москва,1105
premium,123877043,Москва,2210
premium,135400665,Москва,1105
premium,131834029,Москва,1970
premium,143442334,Москва,1305
premium,144409142,Москва,985
premium,136035651,Москва,1105
premium,142482564,Москва,1105
premium,142173176,Москва,1105
premium,132954809,Москва,1105
premium,137819307,Москва,1105
premium,141302183,Москва,1105
premium,123522904,Москва,1105
premium,137037931,Москва,2610
premium,123912131,Москва,1305
premium,142057622,Москва,1105
premium,130543077,Москва,1100
premium,144191458,Москва,985
premium,135287215,Москва,985
premium,136227893,Москва,1105
premium,123825001,Москва,1100
premium,126255255,Москва,1105
premium,135168991,Москва,1105
premium,131991349,Москва,1305
premium,142327432,Москва,1105
premium,134912017,Москва,1105
premium,134535711,Москва,2210
premium,128553981,Москва,1105
premium,138623436,Москва,1105
premium,144264478,Москва,4420
premium,124254798,Москва,1105
premium,138084607,Москва,1105
premium,143852872,Москва,1105
premium,124939792,Москва,2210
premium,127227877,Москва,1105
premium,123609985,Москва,1970
premium,127623961,Москва,1305
premium,135935027,Москва,1105
premium,143240026,Москва,1105
premium,124342990,Москва,2210
premium,123554491,Москва,1105
premium,123570362,Москва,2210
premium,142041058,Москва,1105
premium,141100179,Москва,1105
premium,123995501,Москва,1105
premium,134154169,Москва,1105
premium,144357998,Москва,1105
premium,124796858,Москва,1105
premium,123597711,Москва,1105
premium,128021369,Москва,1105
premium,139978894,Москва,1100
premium,123759447,Москва,1100
premium,135913883,Москва,2210
premium,123614507,Москва,1970
premium,123466729,Москва,1100
premium,140112828,Москва,1105
premium,123629991,Москва,1105
premium,133112441,Москва,2210
premium,132879433,Москва,1305
premium,123886222,Москва,2200
premium,125210994,Москва,1305
premium,143661782,Москва,1105
premium,143714554,Москва,1105
premium,141701117,Москва,1105
premium,140769743,Москва,1105
premium,142039866,Москва,1105
premium,142768102,Москва,4420
premium,133211989,Москва,985
premium,142609028,Москва,2210
premium,139993200,Москва,985
premium,124796146,Москва,2210
premium,124469839,Москва,985
premium,138682520,Москва,1970
premium,129786487,Москва,1105
premium,141192887,Москва,1105
premium,144357906,Москва,1105
premium,143316948,Москва,985
premium,124422841,Москва,2210
premium,126097251,Москва,2210
premium,131865325,Москва,2210
premium,144283542,Москва,1105
premium,131996917,Москва,2210
premium,135572207,Москва,1105
premium,140473979,Москва,1105
premium,139862528,Москва,985
premium,136388491,Москва,985
premium,123653990,Москва,2210
premium,136927781,Москва,2210
premium,123595811,Москва,3940
premium,142601306,Москва,1105
premium,143903326,Москва,1970
premium,140968391,Москва,2210
premium,144189800,Москва,2210
premium,128659149,Москва,2210
premium,138440904,Москва,1100
premium,142277608,Москва,1105
premium,143751326,Москва,1970
premium,123777728,Москва,3300
premium,139850692,Москва,1105
premium,141665221,Москва,1105
premium,140769879,Москва,1105
premium,143539380,Москва,1105
premium,123751450,Москва,2200
premium,140117970,Москва,2210
premium,123680571,Москва,1105
premium,143443778,Москва,2210
premium,133262939,Москва,1105
premium,133304479,Москва,1100
premium,133009133,Москва,1105
premium,136942475,Москва,1105
premium,144392196,Москва,1105
premium,144353664,Москва,2210
premium,142142058,Москва,1105
premium,123470025,Москва,1105
premium,144135108,Москва,1105
premium,141769047,Москва,985
premium,124606719,Москва,985
premium,129540017,Москва,1105
premium,133007397,Москва,1105
premium,127445465,Москва,985
premium,123463046,Москва,1970
premium,128297029,Москва,1100
premium,143449146,Москва,1100
premium,140458525,Москва,1105
premium,142166150,Москва,1105
premium,123534384,Москва,2200
premium,137017117,Москва,2210
premium,143591214,Москва,2210
premium,124602808,Москва,1105
premium,134895093,Москва,1105
premium,123712188,Москва,2210
premium,133453695,Москва,2610
premium,123931270,Москва,1105
premium,124079050,Москва,5020
premium,137248867,Москва,1105
premium,133394399,Москва,1105
premium,142100222,Москва,1890
premium,132221881,Москва,1105
premium,144134830,Москва,31100
premium,124093063,Москва,2210
premium,143190844,Москва,1105
premium,136757197,Москва,1305
premium,135797241,Москва,1105
premium,129382417,Москва,2210
premium,134343529,Москва,1105
premium,144423352,Москва,1105
premium,137334217,Москва,1105
premium,141659561,Москва,1105
premium,137065529,Москва,2210
premium,124045728,Москва,1100
premium,142907014,Москва,1105
premium,129782577,Москва,1100
premium,135320179,Москва,1105
premium,129137485,Москва,1105
premium,137850359,Москва,1105
premium,132622636,Москва,2210
premium,137864945,Москва,2210
premium,135897539,Москва,1105
premium,123498482,Москва,4400
premium,132012407,Москва,1100
premium,140221679,Москва,2210
premium,125846695,Москва,1105
premium,137257659,Москва,1105
premium,136597819,Москва,3315
premium,140180595,Москва,1105
premium,125589733,Москва,2210
premium,137832749,Москва,1105
premium,133197325,Москва,2210
premium,136817501,Москва,2210
premium,140901367,Москва,1105
premium,133614473,Москва,3300
premium,140553741,Москва,1105
premium,144154052,Москва,1105
premium,133509307,Москва,2610
premium,140218369,Москва,985
premium,131893079,Москва,1105
premium,130772117,Москва,1105
premium,133577755,Москва,1105
premium,141999672,Москва,985
premium,123535773,Москва,1105
premium,140400369,Москва,1105
premium,144420640,Москва,1105
premium,134210201,Москва,2210
premium,140742063,Москва,1970
premium,123967330,Москва,1105
premium,123980839,Москва,1105
premium,142666280,Москва,1105
premium,124114302,Москва,1105
premium,126032063,Москва,2210
premium,131758449,Москва,15000
premium,125375724,Москва,2955
premium,136096345,Москва,1105
premium,143542346,Москва,1105
premium,144294374,Москва,1105
premium,133613847,Москва,3315
premium,144377476,Москва,2210
premium,144300224,Москва,1105
premium,143043120,Москва,985
premium,123474818,Москва,1105
premium,140576979,Москва,1105
premium,123532021,Москва,2210
premium,133107899,Москва,1100
premium,132637316,Москва,2210
premium,124018692,Москва,2210
premium,134244119,Москва,1105
premium,137256929,Москва,1105
premium,128140481,Москва,1105
premium,131553853,Москва,1105
premium,124803767,Москва,1105
premium,140091456,Москва,1105
premium,126161905,Москва,1105
premium,141718583,Москва,1105
premium,134930815,Москва,1105
premium,123656687,Москва,1105
premium,126723733,Москва,1970
premium,138437472,Москва,1105
premium,123674279,Москва,2210
premium,132900205,Москва,1105
premium,134272165,Москва,1105
premium,140305395,Москва,2210
premium,140134238,Москва,1305
premium,143734700,Москва,985
premium,144371112,Москва,1105
premium,123589307,Москва,7880
premium,134932735,Москва,1305
premium,128419877,Москва,2210
premium,138675490,Москва,1105
premium,142448852,Москва,2610
premium,144331978,Москва,3315
premium,123855565,Москва,1105
premium,135080517,Москва,1105
premium,144359476,Москва,985
premium,133450243,Москва,985
premium,141866711,Москва,1105
premium,137680059,Москва,1105
premium,135331257,Москва,1105
premium,130867017,Москва,1105
premium,133271495,Москва,2210
premium,135976735,Москва,1100
premium,124159464,Москва,2210
premium,132771040,Москва,2200
premium,134851903,Москва,1305
premium,137838957,Москва,1105
premium,124999982,Москва,2210
premium,123615039,Москва,985
premium,132680126,Москва,1100
premium,132492800,Москва,1105
premium,127059725,Москва,1105
premium,143703630,Москва,1305
premium,128974495,Москва,2210
premium,126101907,Москва,1105
premium,143898440,Москва,2210
premium,131551061,Москва,1105
premium,132935147,Москва,1105
premium,134093031,Москва,2210
premium,135532297,Москва,2210
premium,132277962,Москва,985
premium,144198302,Москва,1105
premium,144046988,Москва,2210
premium,132718314,Москва,2210
premium,127432323,Москва,1100
premium,143832542,Москва,2210
premium,133782687,Москва,2210
premium,142261004,Москва,1105
premium,123765563,Москва,1100
premium,130062901,Москва,2210
premium,136299159,Москва,1105
premium,141650783,Москва,3300
premium,136433307,Москва,1305
premium,140038770,Москва,1105
premium,134908365,Москва,1105
premium,135522663,Москва,985
premium,123755109,Москва,2210
premium,123515517,Москва,2210
premium,143328592,Москва,1105
premium,124193159,Москва,4420
premium,144152682,Москва,2210
premium,124592490,Москва,1105
premium,133691559,Москва,1305
premium,143957802,Москва,2210
premium,131812869,Москва,1105
premium,144400676,Москва,785
premium,123513022,Москва,1105
premium,141390175,Москва,4420
premium,143433546,Москва,1105
premium,138474154,Москва,1105
premium,125229988,Москва,4400
premium,123945150,Москва,1105
premium,137244377,Москва,2210
premium,140851273,Москва,1105
premium,138417154,Москва,1105
premium,125432604,Москва,1105
premium,132206345,Москва,1105
premium,123959461,Москва,1105
premium,123633752,Москва,1105
premium,144375632,Москва,1105
premium,127561345,Москва,1105
premium,143785818,Москва,2210
premium,137728771,Москва,1105
premium,125372752,Москва,1100
premium,131532191,Москва,1100
premium,141980474,Москва,3315
premium,133810939,Москва,3315
premium,132242812,Москва,1105
premium,124017470,Москва,1105
premium,137548681,Москва,1105
premium,142820770,Москва,1105
premium,134807321,Москва,2410
premium,141776605,Москва,2610
premium,142976170,Москва,1100
premium,137580029,Москва,1105
premium,134464577,Москва,1105
premium,137612123,Москва,1305
premium,128035235,Москва,1105
premium,144120466,Москва,1970
premium,124042646,Москва,2210
premium,142297142,Москва,1100
premium,144062498,Москва,1105
premium,126700609,Москва,2210
premium,130521975,Москва,985
premium,133317715,Москва,1105
premium,132916315,Москва,1105
premium,142414372,Москва,2210
premium,123464926,Москва,3315
premium,142534652,Москва,1105
premium,123693808,Москва,1105
premium,136363243,Москва,1970
premium,143003536,Москва,1105
premium,143635072,Москва,1105
premium,134778199,Москва,5500
premium,123843781,Москва,1105
premium,127654067,Москва,2210
premium,135405281,Москва,985
premium,144413548,Москва,1105
premium,133283335,Москва,1105
premium,144100766,Москва,1105
premium,126972689,Москва,1105
premium,129818369,Москва,1305
premium,123834426,Москва,1105
premium,132979039,Москва,1105
premium,140000370,Москва,2210
premium,138167019,Москва,1105
premium,125919547,Москва,1100
premium,131955651,Москва,1105
premium,126817503,Москва,985
premium,131407131,Москва,7720
premium,124240379,Москва,1105
premium,124075650,Москва,1105
premium,136268737,Москва,1105
premium,138616784,Москва,1105
premium,143679898,Москва,2210
premium,143282184,Москва,1105
premium,143202326,Москва,985
premium,135163031,Москва,1105
premium,136563775,Москва,2210
premium,133445545,Москва,2210
premium,137701131,Москва,1105
premium,144222686,Москва,985
premium,132156755,Москва,1105
premium,124593661,Москва,2210
premium,144022476,Москва,2210
premium,141030865,Москва,985
premium,142818222,Москва,1105
premium,144160220,Москва,2210
premium,131695933,Москва,1105
premium,143434076,Москва,2210
premium,140544971,Москва,1105
premium,132431832,Москва,1105
premium,143694820,Москва,1105
premium,141506647,Москва,2200
premium,133917413,Москва,1105
premium,144139944,Москва,2210
premium,144078134,Москва,1105
premium,144314980,Москва,1105
premium,123626560,Москва,985
premium,142213922,Москва,1105
premium,135384615,Москва,1100
premium,140561121,Москва,1105
premium,126006011,Москва,985
premium,125612257,Москва,2210
premium,123652261,Москва,1105
premium,144396760,Москва,2090
premium,135937865,Москва,2210
premium,132654436,Москва,2210
premium,129221937,Москва,1100
premium,124027322,Москва,6600
premium,131840793,Москва,1100
premium,140338877,Москва,1105
premium,141492001,Москва,2210
premium,123600448,Москва,1100
premium,125747253,Москва,2210
premium,123556341,Москва,1105
premium,144279486,Москва,1105
premium,131580569,Москва,1105
premium,123674678,Москва,1105
premium,140198203,Москва,1100
premium,135694271,Москва,2210
premium,139997788,Москва,2200
premium,142974576,Москва,4820
premium,143740074,Москва,1105
premium,123783759,Москва,1970
premium,143918978,Москва,1105
premium,137063073,Москва,1105
premium,129614429,Москва,1970
premium,123591574,Москва,1100
premium,143831642,Москва,1105
premium,123615954,Москва,1105
premium,123477228,Москва,2210
premium,134200181,Москва,1105
premium,127507735,Москва,1105
premium,130138857,Москва,1105
premium,126159699,Москва,1105
premium,133384667,Москва,1105
premium,143490666,Москва,2210
premium,123965674,Москва,3300
premium,138526696,Москва,1105
premium,142913712,Москва,1105
premium,133862301,Москва,1105
premium,144350234,Москва,985
premium,123674122,Москва,1105
premium,135504521,Москва,2210
premium,126663827,Москва,1970
premium,131882939,Москва,1105
premium,135014757,Москва,1105
premium,142512948,Москва,1105
premium,136042723,Москва,2210
premium,137009359,Москва,1105
premium,123532873,Москва,1105
premium,123578460,Москва,1100
premium,144305088,Москва,2200
premium,131836559,Москва,1105
premium,135282891,Москва,1970
premium,123733512,Москва,1105
premium,143640820,Москва,1105
premium,142624764,Москва,1105
premium,123673877,Москва,1100
premium,139901944,Москва,1105
premium,138242095,Москва,1105
premium,143252748,Москва,1105
premium,125008606,Москва,1105
premium,133814455,Москва,1105
premium,124559311,Москва,1105
premium,124454226,Москва,1105
premium,133665685,Москва,1105
premium,123801627,Москва,1105
premium,132873419,Москва,1105
premium,143424822,Москва,1570
premium,138703408,Москва,3300
premium,136292065,Москва,2210
premium,136075335,Москва,1105
premium,141059759,Москва,1105
premium,140723667,Москва,1100
premium,141829641,Москва,1105
premium,124846366,Москва,1100
premium,123618704,Москва,1570
premium,135541363,Москва,1970
premium,133697857,Москва,1105
premium,133037769,Москва,985
premium,123564882,Москва,1100
premium,142645298,Москва,2210
premium,124003156,Москва,1105
premium,141937885,Москва,2210
premium,134544231,Москва,2210
premium,131900263,Москва,1105
premium,133737073,Москва,1105
premium,135860585,Москва,3300
premium,131539293,Москва,1105
premium,141864305,Москва,1100
premium,141640585,Москва,3315
premium,141636077,Москва,1105
premium,124613615,Москва,1105
premium,138254873,Москва,1105
premium,136671577,Москва,2210
premium,131557695,Москва,1305
premium,123660025,Москва,985
premium,123545241,Москва,2210
premium,140705901,Москва,985
premium,123998565,Москва,2210
premium,132795390,Москва,2210
premium,123882880,Москва,1100
premium,143234920,Москва,985
premium,132377438,Москва,1105
premium,141819331,Москва,1105
premium,135368831,Москва,2210
premium,135074711,Москва,1105
premium,132179943,Москва,2210
premium,135568827,Москва,1105
premium,134440685,Москва,1105
premium,142735362,Москва,1105
premium,123468025,Москва,1105
premium,128195451,Москва,2200
premium,127046129,Москва,1105
premium,134187359,Москва,1100
premium,134488817,Москва,1105
premium,124174695,Москва,2210
premium,142179102,Москва,1105
premium,133455027,Москва,1105
premium,133043467,Москва,1105
premium,137590551,Москва,1105
premium,128662255,Москва,1105
premium,137816763,Москва,1105
premium,133679037,Москва,2210
premium,144368190,Москва,985
premium,144417744,Москва,1105
premium,134876047,Москва,2210
premium,142971086,Москва,1105
premium,126749871,Москва,1305
premium,123615970,Москва,1105
premium,135112375,Москва,1105
premium,135898157,Москва,1100
premium,137393465,Москва,4410
premium,133147149,Москва,1105
premium,124274424,Москва,1100
premium,142480376,Москва,985
premium,126753635,Москва,2210
premium,141211939,Москва,1105
premium,123885821,Москва,1100
premium,124224889,Москва,1105
premium,144392922,Москва,2210
premium,135351629,Москва,1105
premium,137329185,Москва,2210
premium,141284263,Москва,1105
premium,132243508,Москва,1105
premium,142428544,Москва,1105
premium,134350669,Москва,2210
premium,123793045,Москва,1105
premium,136020349,Москва,1105
premium,143934308,Москва,2210
premium,124819495,Москва,1105
premium,143331126,Москва,1105
premium,140101850,Москва,1105
premium,139890356,Москва,985
premium,124269712,Москва,985
premium,126687525,Москва,1105
premium,144410376,Москва,1105
premium,133939387,Москва,1105
premium,132828641,Москва,2410
premium,135795035,Москва,1970
premium,142685644,Москва,2210
premium,141737405,Москва,2210
premium,133873605,Москва,1105
premium,123621146,Москва,1105
premium,144417818,Москва,1105
premium,141724261,Москва,1105
premium,123500597,Москва,2210
premium,127101251,Москва,3515
premium,129729707,Москва,2210
premium,141358915,Москва,985
premium,143375570,Москва,2210
premium,134066451,Москва,1305
premium,123570168,Москва,1105
premium,135101519,Москва,1105
premium,135828423,Москва,3315
premium,123976664,Москва,2200
premium,142611584,Москва,1105
premium,138394612,Москва,1105
premium,131563213,Москва,1100
premium,123827026,Москва,2610
premium,143952956,Москва,985
premium,132663190,Москва,1105
premium,140558945,Москва,2210
premium,136639379,Москва,1305
premium,140977147,Москва,985
premium,132948889,Москва,2610
premium,125036686,Москва,2610
premium,124285097,Москва,985
premium,133844825,Москва,1100
premium,143278510,Москва,1105
premium,123710723,Москва,985
premium,138574608,Москва,1105
premium,123796600,Москва,2210
premium,135333563,Москва,3315
premium,123562824,Москва,2210
premium,144139856,Москва,1105
premium,127078817,Москва,2200
premium,123928260,Москва,1105
premium,133467989,Москва,1105
premium,125986829,Москва,1105
premium,124092205,Москва,2210
premium,137580545,Москва,1105
premium,141015285,Москва,1105
premium,132567088,Москва,4420
premium,133267303,Москва,2210
premium,134545367,Москва,1105
premium,136502343,Москва,2210
premium,144388356,Москва,985
premium,135138333,Москва,1105
premium,123476898,Москва,1105
premium,123465993,Москва,1105
premium,135525755,Москва,985
premium,144055974,Москва,15000
premium,140938633,Москва,2210
premium,133761507,Москва,1105
premium,143509774,Москва,1105
premium,140315521,Москва,2090
premium,142445756,Москва,1100
premium,128227777,Москва,1305
premium,133423679,Москва,1105
premium,124973936,Москва,1305
premium,144085528,Москва,1100
premium,134763539,Москва,2210
premium,144352344,Москва,2210
premium,144357864,Москва,1105
premium,144260102,Москва,1105
premium,124009924,Москва,985
premium,142290894,Москва,1100
premium,123660341,Москва,1100
premium,140997527,Москва,985
premium,143659820,Москва,1105
premium,125829007,Москва,5500
premium,143039208,Москва,985
premium,142730998,Москва,2210
premium,134463399,Москва,2610
premium,123976519,Москва,1970
premium,144303766,Москва,1105
premium,135790713,Москва,1105
premium,143249118,Москва,1105
premium,136015077,Москва,1105
premium,137282609,Москва,985
premium,133579885,Москва,1105
premium,123683116,Москва,1970
premium,125812283,Москва,1105
premium,138786704,Москва,1105
premium,123563813,Москва,1105
premium,127338719,Москва,1105
premium,137991617,Москва,1105
premium,127498959,Москва,2210
premium,136163867,Москва,1970
premium,123732841,Москва,1105
premium,136427609,Москва,1105
premium,127966487,Москва,1100
premium,140114158,Москва,1100
premium,123815713,Москва,1105
premium,123910885,Москва,1100
premium,127322165,Москва,2200
premium,143940780,Москва,985
premium,132958573,Москва,985
premium,140734055,Москва,1105
premium,124480949,Москва,1105
premium,136506613,Москва,1105
premium,143787510,Москва,985
premium,123632060,Москва,1305
premium,134702885,Москва,985
premium,123500019,Москва,2210
premium,141090321,Москва,1105
premium,142407968,Москва,1105
premium,131757045,Москва,1105
premium,124120495,Москва,1100
premium,133327425,Москва,1105
premium,131665763,Москва,2210
premium,143844500,Москва,1105
premium,143691530,Москва,2090
premium,131857545,Москва,1105
premium,136391533,Москва,1105
premium,133762785,Москва,2210
premium,128505711,Москва,2200
premium,141165775,Москва,1105
premium,123620410,Москва,2210
premium,123846220,Москва,2610
premium,126219767,Москва,985
premium,143391104,Москва,1105
premium,144110868,Москва,2090
premium,137268591,Москва,1305
premium,125724691,Москва,1100
